Year,Crop,FIPS,irrigation_mm_mean,irrigation_mm_median,irrigation_mm_stdev,irrigation_mm_p5,irrigation_mm_p25,irrigation_mm_p75,irrigation_mm_p95,n_pdiv
1990,Soybeans,20087,163.31723743852058,163.31723743852058,NA,163.31723743852058,163.31723743852058,163.31723743852058,163.31723743852058,1
1990,Soybeans,20117,112.24250077266494,112.24250077266494,0,112.24250077266494,112.24250077266494,112.24250077266494,112.24250077266494,2
1990,Soybeans,20127,98.18905605367449,98.18905605367449,NA,98.18905605367449,98.18905605367449,98.18905605367449,98.18905605367449,1
1990,Soybeans,20149,127.65011562388848,111.89239181771859,70.33078766013939,40.13009294427556,81.76312855265746,177.4848830955134,220.2746973370575,16
1990,Soybeans,20161,155.15620512360948,155.15620512360948,20.432432540489188,142.15308467864455,147.93224932085118,162.38016092636775,168.1593255685744,2
1990,Soybeans,20177,198.53828099459383,188.79068046910947,88.05762424719585,65.05061249238143,177.4833510333757,210.83309088695,312.4001676006586,20
1990,Soybeans,20197,27.35577581628426,27.35577581628426,NA,27.35577581628426,27.35577581628426,27.35577581628426,27.35577581628426,1
1990,Wheat,20045,224.78980127587346,224.78980127587346,5.388148909279559,221.36080430725843,222.8848029599762,226.69479959177067,228.21879824448845,2
1991,Corn,20005,181.163284242974,168.371371152261,104.78323159774594,47.412191851759175,96.22962921446593,288.45615878510097,297.62803039015085,9
1991,Corn,20045,289.4002321573949,245.46538299774477,141.24804187539664,154.41154349336608,177.08864344580672,411.4034363011663,453.7218308898338,5
1991,Corn,20061,275.5394297028828,285.0966051048487,58.90505054239419,208.15750945781593,259.9701506096713,300.6658841980602,329.54130438519735,4
1991,Corn,20085,269.4023218364321,269.4023218364321,NA,269.4023218364321,269.4023218364321,269.4023218364321,269.4023218364321,1
1991,Corn,20087,299.8567220255515,305.1807302067366,111.40993286343826,169.8022970301164,199.348721948731,376.6372170360419,468.41505359268274,12
1991,Corn,20117,161.14259141286888,136.97630617961428,108.53926499937606,40.0659245799506,68.62040133113938,228.51032933004566,333.4598117002844,14
1991,Corn,20127,227.50811724010887,227.50811724010887,63.91444228631929,186.83321523933753,204.91094946190256,250.10528501831516,268.1830192408802,2
1991,Corn,20149,259.8695452706528,259.5558783769445,107.81819998996681,93.47293336579267,175.08195385290261,340.66732105724304,441.3144498585074,54
1991,Corn,20161,249.61138438220834,290.13287171483734,112.57314923594208,99.12087237276481,175.04757382163115,307.0876335209498,379.84752019799174,7
1991,Corn,20177,276.720275859213,280.8958116756787,103.73910543356713,124.02880898719353,217.98846882701366,324.2131287658699,436.6848663882386,42
1991,Corn,20197,328.25827775510874,304.8398357712603,176.15753461439158,89.77568260476923,252.33607692374747,478.9209559230376,596.3270250593407,13
1991,Sorghum,20005,91.70965343788447,91.70965343788447,NA,91.70965343788447,91.70965343788447,91.70965343788447,91.70965343788447,1
1991,Sorghum,20045,172.5420474651987,172.5420474651987,NA,172.5420474651987,172.5420474651987,172.5420474651987,172.5420474651987,1
1991,Sorghum,20061,276.2247558050987,276.2247558050987,NA,276.2247558050987,276.2247558050987,276.2247558050987,276.2247558050987,1
1991,Sorghum,20149,213.3226185562273,213.3226185562273,128.2366611482557,131.71330713103953,167.98411220890074,258.66112490355385,294.93192998141507,2
1991,Sorghum,20177,258.1362013557942,244.81514357258516,58.301255440723324,180.55958666305372,237.20494744319225,298.1549627336153,327.1837147551251,7
1991,Sorghum,20197,274.5302144460054,274.5302144460054,47.15913188217051,244.5183266921273,257.8569434716287,291.20348542038215,304.5421021998836,2
1991,Soybeans,20005,165.73823883399334,165.73823883399334,133.47674524824032,80.79415830782733,118.54708298612333,212.92939468186336,250.68231936015934,2
1991,Soybeans,20045,222.2498035213438,222.2498035213438,NA,222.2498035213438,222.2498035213438,222.2498035213438,222.2498035213438,1
1991,Soybeans,20061,191.1460322162269,193.14677661812786,101.73177200297542,98.9004579068727,140.78771066743053,242.5047259659737,281.9910854442504,3
1991,Soybeans,20087,186.76888658613288,164.48499941557168,136.74472574721645,64.63864687349059,120.23522393930229,182.75021085452383,381.931886916723,6
1991,Soybeans,20091,123.20325950392208,123.20325950392208,NA,123.20325950392208,123.20325950392208,123.20325950392208,123.20325950392208,1
1991,Soybeans,20103,150.77888488661515,150.77888488661515,165.60230756811166,45.39022169121829,92.2296275558391,209.32814221739116,256.167548082012,2
1991,Soybeans,20139,174.17587249836643,143.45907317583428,151.48604923443565,50.70786666136483,91.93062511224014,241.06272022322668,319.1456378611406,3
1991,Soybeans,20149,265.65734702662144,246.94874168639004,64.40534130778879,188.43512211437812,214.00497081014055,312.38924383409176,369.38824487302526,19
1991,Soybeans,20161,305.7355191899629,305.7355191899629,NA,305.7355191899629,305.7355191899629,305.7355191899629,305.7355191899629,1
1991,Soybeans,20177,245.21297062261232,265.8806149497767,75.52320757896933,88.70091816431264,227.3889623927342,284.1474321344358,351.9384416913644,24
1991,Soybeans,20197,290.79835926754254,290.79835926754254,28.35565172632487,272.752933008959,280.77312245721834,300.82359607786674,308.84378552612606,2
1991,Wheat,20197,41.03366372442639,41.03366372442639,NA,41.03366372442639,41.03366372442639,41.03366372442639,41.03366372442639,1
1992,Corn,20045,57.99144235937367,37.62099531280478,38.83942743229213,33.97947589470636,35.59792896941677,70.19973222604614,96.26272175663921,3
1992,Corn,20061,76.25413058128696,76.96193196224819,11.5802751433294,65.5987635462532,70.64906062002875,82.21310123302578,86.41403664964785,3
1992,Corn,20087,89.29969632137487,46.198930586673455,124.80063021442248,13.050508462773308,26.946836177804986,76.50998753420086,305.3210777058266,11
1992,Corn,20103,9.559627912502474,9.559627912502474,NA,9.559627912502474,9.559627912502474,9.559627912502474,9.559627912502474,1
1992,Corn,20117,65.90251877830246,51.93758676358786,42.79462802020423,30.81155482004631,35.09006897882703,82.98791169995067,131.72465707898883,8
1992,Corn,20149,92.49300734609754,82.65979905295382,50.58643487366281,30.421161769138198,52.15283810511077,129.0391430665474,174.7863969516827,66
1992,Corn,20161,60.816012902621424,50.50531535106744,34.423020380955805,27.15765599143095,33.68037022506307,95.36844902340633,98.27285178911916,5
1992,Corn,20177,107.95336974413914,87.91722105777589,73.65641230366369,22.115024561489697,60.513389823325,128.9589846958525,259.8993221362383,38
1992,Corn,20197,96.08346437911361,92.04951862415427,49.787911012793685,31.69532349508369,64.5571321178291,126.43472670160861,172.33988275363907,11
1992,Sorghum,20087,159.288339182063,159.288339182063,NA,159.288339182063,159.288339182063,159.288339182063,159.288339182063,1
1992,Sorghum,20149,106.74602712089487,104.16692231861313,61.36132695181135,47.21314615495308,61.89445617844699,149.01849326106102,169.8896548100311,4
1992,Sorghum,20177,108.44723185894297,108.44723185894297,NA,108.44723185894297,108.44723185894297,108.44723185894297,108.44723185894297,1
1992,Sorghum,20197,160.1819860516141,132.58788278644738,64.28588881593294,116.12869733709529,123.44389087014066,183.1230296005042,223.55114705174964,3
1992,Sorghum,20209,301.45676575695046,301.45676575695046,NA,301.45676575695046,301.45676575695046,301.45676575695046,301.45676575695046,1
1992,Soybeans,20045,128.62548628938114,128.62548628938114,NA,128.62548628938114,128.62548628938114,128.62548628938114,128.62548628938114,1
1992,Soybeans,20061,66.1277225191895,64.19082325247314,3.423426409861785,64.11974949712368,64.15133783283454,67.13565757218628,69.49152502795678,3
1992,Soybeans,20087,72.94873551009135,72.94873551009135,NA,72.94873551009135,72.94873551009135,72.94873551009135,72.94873551009135,1
1992,Soybeans,20103,34.106038814270455,34.106038814270455,NA,34.106038814270455,34.106038814270455,34.106038814270455,34.106038814270455,1
1992,Soybeans,20149,130.0946619578271,111.32786419806656,91.77570418163845,41.88899041067609,101.66614899625407,123.38464328206872,281.6469604678946,10
1992,Soybeans,20177,105.91420796648006,83.21223143670701,68.94079206406825,30.733301583044806,59.53754736617485,152.0793000379311,217.95916116061528,16
1992,Soybeans,20197,210.44765590091023,207.29429674267328,119.80129362467954,111.23748544492675,119.25289457516676,208.94021528760845,367.8018348469105,5
1992,Wheat,20045,193.5706888749496,193.5706888749496,47.555802273301296,163.30636162995344,176.75717373884063,210.38420401105859,223.8350161199458,2
1992,Wheat,20161,42.11048908825462,42.11048908825462,NA,42.11048908825462,42.11048908825462,42.11048908825462,42.11048908825462,1
1993,Corn,20045,33.04419847977472,38.160926264053366,25.83943010796117,8.342368624977164,21.595060909011032,47.051699942677736,54.16431888557723,3
1993,Corn,20061,19.53368707918275,19.53368707918275,NA,19.53368707918275,19.53368707918275,19.53368707918275,19.53368707918275,1
1993,Corn,20087,16.57726102064374,16.57726102064374,10.224862038294086,10.070198665066554,12.962226378656414,20.192295662631068,23.08432337622093,2
1993,Corn,20117,15.20661288579556,15.20661288579556,4.918084070257334,12.07676334892351,13.46780758753331,16.945418184057807,18.336462422667605,2
1993,Corn,20149,60.95757654425922,58.362221132487946,45.85252520466558,1.701438346599517,37.79864302118263,74.850806995377,133.5043847228342,12
1993,Corn,20161,11.710726489305095,11.710726489305095,NA,11.710726489305095,11.710726489305095,11.710726489305095,11.710726489305095,1
1993,Corn,20177,15.314198696930598,16.81478513498624,9.647130521962959,6.213225276464819,6.213225276464819,17.96866982918685,27.082604339877573,5
1993,Corn,20197,25.49692998852229,20.930745377696958,21.090325201438034,7.230285036679668,15.71191384106568,30.715761525153567,50.15623339552036,4
1993,Sorghum,20149,98.2217131676613,98.2217131676613,NA,98.2217131676613,98.2217131676613,98.2217131676613,98.2217131676613,1
1993,Soybeans,20087,78.72847681964257,78.72847681964257,82.80027026795787,26.034707488145877,49.45416052436662,108.0027931149185,131.42224615113926,2
1993,Soybeans,20103,17.506874805280024,17.506874805280024,9.039928828358658,11.753899326901472,14.31077731729194,20.702972293268108,23.259850283658572,2
1993,Soybeans,20149,28.845147303584216,31.92236403728281,19.933884476562973,5.9435947455993645,11.411459886950848,45.0189202012834,48.99655668487683,6
1993,Soybeans,20177,21.423996883024003,21.423996883024003,10.382417312849096,14.816666964702218,17.7532580395119,25.094735726536108,28.03132680134579,2
1993,Soybeans,20197,31.394372245986393,31.394372245986393,NA,31.394372245986393,31.394372245986393,31.394372245986393,31.394372245986393,1
1993,Wheat,20045,10.149831027100454,10.149831027100454,NA,10.149831027100454,10.149831027100454,10.149831027100454,10.149831027100454,1
1994,Corn,20005,222.96664733206663,184.40383697885213,66.79274681441062,184.40383697885213,184.40383697885213,242.24805250867388,288.52342493253127,3
1994,Corn,20045,247.79358401643515,220.25297451739817,99.62533557078633,170.37742230189997,192.54433439767695,289.2725288856749,344.4881723802962,3
1994,Corn,20061,222.06618714295666,194.87277466262364,139.4674240515997,100.5798311179,161.0183404112861,218.6413613672367,431.31558587743234,7
1994,Corn,20087,235.73127167418963,257.3728924709797,66.813148158473,146.0742682323072,187.07287205246212,287.8439704327975,317.1060196642533,11
1994,Corn,20117,98.41391848855439,120.79213321441172,61.350188730863465,18.990748494357256,65.38816860906124,146.96888825482068,150.61698477000175,5
1994,Corn,20127,198.9410475967027,242.8445200085811,101.74106936708058,98.64225126527481,162.73214848452204,257.10168291482256,268.5074132398158,3
1994,Corn,20149,140.2182734390891,126.56901361346682,89.23305827890145,23.939478836441893,74.71714634110417,185.00073645116657,291.44973680708017,52
1994,Corn,20161,158.41204135010608,148.40975970829933,93.20402740088878,42.2227139776012,100.00479159134113,246.95551501373546,283.0710723500547,9
1994,Corn,20177,152.06072841147125,142.9326009139863,80.31954178749625,10.921990344477466,96.22962921446592,219.58280587908766,280.61895192043494,41
1994,Corn,20197,135.8983821851834,140.02692093050553,91.20226716610914,24.482403356472606,61.35251041863189,177.5869211724231,287.4251153297151,20
1994,Sorghum,20061,266.6235642929767,266.6235642929767,NA,266.6235642929767,266.6235642929767,266.6235642929767,266.6235642929767,1
1994,Sorghum,20149,65.4811421117742,65.4811421117742,NA,65.4811421117742,65.4811421117742,65.4811421117742,65.4811421117742,1
1994,Sorghum,20161,312.55635816911393,312.55635816911393,NA,312.55635816911393,312.55635816911393,312.55635816911393,312.55635816911393,1
1994,Sorghum,20177,215.521118560708,215.521118560708,NA,215.521118560708,215.521118560708,215.521118560708,215.521118560708,1
1994,Sorghum,20197,178.35089317737973,178.35089317737973,NA,178.35089317737973,178.35089317737973,178.35089317737973,178.35089317737973,1
1994,Soybeans,20005,239.1430976778337,239.1430976778337,77.41300487477633,189.87776304875027,211.77346732834292,266.5127280273245,288.4084323069171,2
1994,Soybeans,20045,211.7688491506074,164.7442543587927,166.98506762055243,78.02457465918869,107.93374094543557,268.57936256396454,411.3475563505666,4
1994,Soybeans,20061,280.7228337642783,286.35838054217845,46.75867124414906,232.9955815216008,246.81354283532357,320.2676714711331,320.56032051789555,4
1994,Soybeans,20085,291.10406265113335,291.10406265113335,NA,291.10406265113335,291.10406265113335,291.10406265113335,291.10406265113335,1
1994,Soybeans,20087,158.168564041407,163.88065512225262,50.37668640636389,83.09433320760093,135.89757683022845,200.2612470673431,210.32565105606523,8
1994,Soybeans,20103,86.1059238785549,86.1059238785549,NA,86.1059238785549,86.1059238785549,86.1059238785549,86.1059238785549,1
1994,Soybeans,20117,29.650645557852837,29.371610397833695,9.836770504193765,20.89788621433951,24.663985851448036,34.49778768424807,38.59872951337957,3
1994,Soybeans,20149,143.44351528665518,139.2296140577203,69.61116130831701,44.62868658793384,93.12380160301203,188.90982410074207,258.46601514097455,28
1994,Soybeans,20161,337.88173077129005,337.88173077129005,70.23423744567422,293.1849357589179,313.05017798663886,362.71328355594125,382.5785257836622,2
1994,Soybeans,20177,194.41728807576192,200.46192607949442,112.07130789055775,73.88659381719577,113.89349931310922,217.19358593030586,395.84781271969223,38
1994,Soybeans,20197,200.4480600191051,185.77018059853015,115.74929234602048,58.0366396021346,113.94820695705293,315.08672144940226,353.2133008781481,9
1995,Corn,20005,110.21281165790897,110.21281165790897,NA,110.21281165790897,110.21281165790897,110.21281165790897,110.21281165790897,1
1995,Corn,20045,156.52849002669447,163.15929575996614,100.07205442075373,49.47121299253237,94.8453634252311,224.84242236142953,254.30263903427618,4
1995,Corn,20061,209.7505657951677,167.62874573590022,142.0679271304266,80.66242561855898,141.82671181506993,245.77091895952148,447.1308687857997,10
1995,Corn,20087,119.28103628973119,131.06388413372957,48.81163909917539,41.990430078602614,99.51711202247142,151.56166601278383,159.31372546689803,9
1995,Corn,20103,114.78480761606235,114.78480761606235,NA,114.78480761606235,114.78480761606235,114.78480761606235,114.78480761606235,1
1995,Corn,20117,150.9253322745593,168.0935877614702,64.88984905466523,60.58864461877656,123.6305807050986,200.6183737455573,206.30019526125452,6
1995,Corn,20127,118.21875263225111,118.21875263225111,149.26711949821274,23.225739467419068,65.44485642956664,170.99264883493558,213.21176579708316,2
1995,Corn,20149,168.14226927717172,147.81483649756063,88.78128435105835,53.98703443523594,110.50832428377564,209.62202913068302,324.1374885832589,54
1995,Corn,20161,232.82090596201348,247.3483679997694,62.36158608705915,148.20016041307488,195.63232038570953,278.1125602900422,295.0908999657537,6
1995,Corn,20177,192.83006684593283,164.06431649834934,143.93140273112925,82.30726481086153,129.01737165722284,209.49901479360497,341.0593101595723,37
1995,Corn,20197,198.15015614932076,195.69705776437624,51.330820510458835,116.16994783991925,171.57453922960968,240.21752676751655,256.4889732524034,13
1995,Sorghum,20061,58.462281650090624,58.462281650090624,NA,58.462281650090624,58.462281650090624,58.462281650090624,58.462281650090624,1
1995,Sorghum,20117,33.00751044254239,33.00751044254239,27.06680689823747,15.782300010012909,23.43794909113712,42.57707179394766,50.23272087507187,2
1995,Sorghum,20149,66.80472839967211,66.80472839967211,0.09847098566566798,66.74206184812923,66.76991364881495,66.83954315052928,66.867394951215,2
1995,Sorghum,20161,103.86703960551448,103.86703960551448,75.45050575516093,55.85063176842844,77.19125747380001,130.54282173722893,151.8834474426005,2
1995,Sorghum,20197,272.7576588701658,272.7576588701658,NA,272.7576588701658,272.7576588701658,272.7576588701658,272.7576588701658,1
1995,Soybeans,20005,112.26790075021023,112.26790075021023,0,112.26790075021023,112.26790075021023,112.26790075021023,112.26790075021023,2
1995,Soybeans,20045,148.93135722698202,148.93135722698202,47.61128025095978,118.6317240131979,132.09822766376863,165.7644867901954,179.23099044076613,2
1995,Soybeans,20061,147.4813588356421,124.25245682199929,107.2741739250241,54.40929189977948,80.02262925645641,191.711186401185,273.0738885906046,4
1995,Soybeans,20087,202.71672796708225,228.51271227036975,105.68485653964817,56.45569749407318,134.81351735197282,292.96334100744906,304.02553922797654,7
1995,Soybeans,20103,162.14820148140444,162.14820148140444,NA,162.14820148140444,162.14820148140444,162.14820148140444,162.14820148140444,1
1995,Soybeans,20117,99.90592706335713,140.28407598267222,75.64681304025405,25.402126774165662,76.46077086683523,143.54015771953655,146.14502310902802,3
1995,Soybeans,20127,159.34929912817174,159.34929912817174,NA,159.34929912817174,159.34929912817174,159.34929912817174,159.34929912817174,1
1995,Soybeans,20139,176.10651098072194,176.10651098072194,NA,176.10651098072194,176.10651098072194,176.10651098072194,176.10651098072194,1
1995,Soybeans,20149,153.80731699288123,135.1200651632708,115.75269071611407,44.376582991360124,101.5759479382185,162.76305611025955,283.16493336040264,25
1995,Soybeans,20161,57.23277549065165,57.23277549065165,10.893431490499957,50.30023814106041,53.381365851989855,61.08418512931344,64.16531284024289,2
1995,Soybeans,20177,166.28247030742534,161.85803537187638,74.95964079460049,52.57181286485157,120.46429629493171,226.36994724737556,293.2121449419321,46
1995,Soybeans,20197,142.11682239553642,138.4124803769715,74.69317373753672,67.58241298143055,86.98081199400403,157.4796551130035,276.7229256433323,11
1996,Corn,20045,128.54663221221548,131.77950089239707,43.16275015252142,88.65046151946204,107.81892346298872,150.89077530153304,166.1797948288418,3
1996,Corn,20061,247.0496921885668,235.63301487839885,74.128537887174,174.3278390682981,207.726404239459,262.68104603920676,348.88562490301,6
1996,Corn,20087,144.96414668315063,130.58616917143536,85.2006579113398,52.91914948248757,77.265742083277,215.80885885397794,285.74844785084997,24
1996,Corn,20103,156.02295640842846,156.02295640842846,NA,156.02295640842846,156.02295640842846,156.02295640842846,156.02295640842846,1
1996,Corn,20117,125.4622555233901,133.16977318112149,66.29142979325793,41.45276335392378,65.12937638501482,177.4696431089862,216.623781066425,13
1996,Corn,20127,182.94079827224303,182.94079827224303,NA,182.94079827224303,182.94079827224303,182.94079827224303,182.94079827224303,1
1996,Corn,20131,56.126693238663606,56.126693238663606,NA,56.126693238663606,56.126693238663606,56.126693238663606,56.126693238663606,1
1996,Corn,20139,84.34909209833856,84.34909209833856,62.71206647189246,44.43937738029155,62.17702836609023,106.52115583058692,124.25880681638559,2
1996,Corn,20149,185.6044378797323,176.9819635401165,81.97365961943306,74.32709528683205,137.2273168344964,239.85659136767848,313.7766530888441,56
1996,Corn,20161,195.13531834476876,189.30072935307936,75.56005357677253,95.12064095262457,138.44439189474858,263.2196044450849,288.6170811242448,10
1996,Corn,20177,196.58596545827612,187.30759869751262,90.55565983859279,63.64947405411799,139.63735347748042,275.03672958263917,355.76420675452886,40
1996,Corn,20197,215.28654162981044,196.86936442031302,98.61408081211627,94.7012762798832,133.45447025563985,294.6194195434024,382.4612759224039,21
1996,Sorghum,20149,169.31908754848035,169.31908754848035,142.51252619912853,78.62467123699399,118.93330070876571,219.704874388195,260.01350385996676,2
1996,Sorghum,20197,145.3405884936236,145.3405884936236,NA,145.3405884936236,145.3405884936236,145.3405884936236,145.3405884936236,1
1996,Soybeans,20045,103.9764735287286,101.30665589498096,21.912259246746597,83.20062234440587,89.8413487814023,115.44178064230726,128.490069400298,4
1996,Soybeans,20061,192.11958582005383,180.42277927379342,111.08990490117176,83.94955217944069,141.09307390693806,231.4492911869092,316.6651486254314,4
1996,Soybeans,20087,315.6963209104894,315.6963209104894,NA,315.6963209104894,315.6963209104894,315.6963209104894,315.6963209104894,1
1996,Soybeans,20103,74.85986485505124,74.85986485505124,NA,74.85986485505124,74.85986485505124,74.85986485505124,74.85986485505124,1
1996,Soybeans,20117,64.7721514342055,64.7721514342055,63.14598165217117,24.586294786367112,42.446675518739724,87.09762734967127,104.95800808204389,2
1996,Soybeans,20127,91.5705476190144,91.5705476190144,NA,91.5705476190144,91.5705476190144,91.5705476190144,91.5705476190144,1
1996,Soybeans,20149,171.64789212613036,143.27375651180938,95.39152342111548,72.15640899249793,108.46315599347213,207.79339435787523,368.7711074265631,22
1996,Soybeans,20161,220.44601152459146,185.85349423387632,60.20951681413369,171.88846975727597,172.39472759543594,285.2371296559435,286.6336666031612,5
1996,Soybeans,20177,182.5092504060826,189.1483294878076,79.82040592016652,54.73839479065618,140.77461304901576,228.07225991249635,312.02529844154986,40
1996,Soybeans,20197,148.72331325859918,128.7890793650966,94.85940126811168,46.990502744031524,77.37060801605483,204.05695128164848,288.845838995329,8
1996,Wheat,20149,97.37179084210716,97.37179084210716,NA,97.37179084210716,97.37179084210716,97.37179084210716,97.37179084210716,1
1997,Corn,20005,156.65288476773523,156.65288476773523,NA,156.65288476773523,156.65288476773523,156.65288476773523,156.65288476773523,1
1997,Corn,20045,111.24990043804632,114.20168570732547,56.29576845435049,58.03857923678351,66.08196703516387,159.36961911020794,160.32872226231837,4
1997,Corn,20061,238.1353983530373,241.99828606281176,111.29734918957372,72.02016580467229,209.21805904543356,300.9665110751499,367.96236270499674,8
1997,Corn,20087,153.6496474460563,154.3297751041145,103.10777082669634,3.732336421703882,96.0582745207962,195.0523345418535,345.92010406610456,24
1997,Corn,20103,129.12424948481606,129.12424948481606,NA,129.12424948481606,129.12424948481606,129.12424948481606,129.12424948481606,1
1997,Corn,20117,129.22454563810987,110.45942234898513,63.72827908544798,78.2275435706643,88.08688548133452,142.18567143076433,229.86443969875947,7
1997,Corn,20127,248.48798032563502,248.48798032563502,NA,248.48798032563502,248.48798032563502,248.48798032563502,248.48798032563502,1
1997,Corn,20149,204.06924516170187,199.50775219775159,63.1753092640469,105.61355181308534,157.40266189014932,241.73529158072282,314.6616895883071,50
1997,Corn,20161,213.76538919245735,206.4066003157322,80.60735633686862,115.13646535712941,144.49407173034578,272.1089331810417,323.8406334318112,10
1997,Corn,20177,217.08027299081212,210.46421394032623,72.21002010111229,121.41321214586998,169.46177018830002,271.10545080698125,319.16321337333113,51
1997,Corn,20197,228.27375037731724,192.43923844830806,105.66693291695287,101.21682128041667,145.4933674226259,292.6736835712114,400.9179752259501,22
1997,Sorghum,20161,179.70980434697537,179.70980434697537,183.3217541776196,63.04455438076807,114.89577658797131,244.5238321059794,296.37505431318266,2
1997,Sorghum,20197,212.0391858423284,204.78731895895248,12.778292428510879,204.56172705312255,204.6619901223803,215.79044812058856,224.5929514498974,3
1997,Soybeans,20005,113.83106596688529,129.69135607881242,39.34377821282715,57.58809908957334,94.54460178424407,137.34840788827748,148.7497758877816,6
1997,Soybeans,20045,114.94055468998695,108.93388689090327,43.12563956753632,78.51320891017849,92.03351023494506,134.844265245487,155.572567929154,3
1997,Soybeans,20061,198.2729975159864,184.88400093792757,140.92016598612003,76.56106148226434,124.70459012922576,265.1469066137176,329.3572311543496,3
1997,Soybeans,20085,6.301940374751927,6.301940374751927,NA,6.301940374751927,6.301940374751927,6.301940374751927,6.301940374751927,1
1997,Soybeans,20087,192.58613055255174,133.71564178945854,148.33375341714304,26.75717848450821,90.44007267018715,318.3012297187459,379.39777126225647,7
1997,Soybeans,20103,212.73065872914168,212.73065872914168,5.403601713698615,209.29182765601288,210.8201970218479,214.64112043643544,216.16948980227045,2
1997,Soybeans,20117,111.20110169330778,111.20110169330778,144.33054878323472,19.349702894006832,60.17254680480725,162.2296565818083,203.05250049260871,2
1997,Soybeans,20131,51.72886855510657,51.72886855510657,NA,51.72886855510657,51.72886855510657,51.72886855510657,51.72886855510657,1
1997,Soybeans,20139,108.18697102459927,108.18697102459927,57.737008978991014,71.44336350757347,87.77385573736271,128.60008631183584,144.9305785416251,2
1997,Soybeans,20149,174.24231702048107,176.84258544230863,55.32115992464137,102.82427568970158,149.0482405424554,208.10168580138668,240.52626977793236,24
1997,Soybeans,20161,244.77628012156208,269.37522852705047,63.44931824059654,158.90858129556355,267.12648384837354,271.8051597122172,281.3373702326899,5
1997,Soybeans,20177,176.9109433300735,150.83776665274289,93.37355519220277,65.97644167390749,113.3419569435542,237.39209782719357,343.24259655836335,41
1997,Soybeans,20197,150.40093473248416,136.4893193374049,85.67349853971778,64.58134790723207,108.627719046528,166.8433468427247,282.7631437851371,10
1997,Wheat,20161,2.3571179162035087,2.3571179162035087,NA,2.3571179162035087,2.3571179162035087,2.3571179162035087,2.3571179162035087,1
1998,Corn,20045,144.35904347265767,150.99778651127824,42.384316687984615,104.24217379488766,125.02244611328348,167.01501235134216,179.82879302339333,3
1998,Corn,20061,149.5224987815739,135.53157362671743,80.62566221378653,59.386840832739416,109.65170306304469,173.74263344836203,269.6196749846405,8
1998,Corn,20087,119.59851100642406,78.20422177309996,106.0270440639292,27.74783676000762,47.677711696947966,152.23038611126086,317.7176865653732,16
1998,Corn,20103,134.58437330276507,134.58437330276507,28.00081432323197,116.76476418473263,124.68459045941371,144.48415614611645,152.40398242079755,2
